0	0	0	-9.409
1	0	0	-9.390
2	0	0	-9.374
3	0	0	-9.360
4	0	0	-9.347
5	0	0	-9.332
6	0	0	-9.316
7	0	0	-9.297
8	0	0	-9.278
9	0	0	-9.261
10	0	0	-9.249
11	0	0	-9.247
12	0	0	-9.261
13	0	0	-9.294
14	0	0	-9.350
15	0	0	-9.433
16	0	0	-9.543
17	0	0	-9.680
18	0	0	-9.839
19	0	0	-10.018
20	0	0	-10.209
21	0	0	-10.405
22	0	0	-10.598
23	0	0	-10.781
24	0	0	-10.946
25	0	0	-11.088
26	0	0	-11.201
27	0	0	-11.283
28	0	0	-11.333
29	0	0	-11.352
0	1	0	-9.430
1	1	0	-9.410
2	1	0	-9.394
3	1	0	-9.381
4	1	0	-9.368
5	1	0	-9.354
6	1	0	-9.336
7	1	0	-9.315
8	1	0	-9.292
9	1	0	-9.269
10	1	0	-9.251
11	1	0	-9.243
12	1	0	-9.250
13	1	0	-9.278
14	1	0	-9.332
15	1	0	-9.415
16	1	0	-9.528
17	1	0	-9.669
18	1	0	-9.837
19	1	0	-10.025
20	1	0	-10.228
21	1	0	-10.436
22	1	0	-10.641
23	1	0	-10.835
24	1	0	-11.009
25	1	0	-11.158
26	1	0	-11.275
27	1	0	-11.358
28	1	0	-11.405
29	1	0	-11.419
0	2	0	-9.460
1	2	0	-9.439
2	2	0	-9.424
3	2	0	-9.412
4	2	0	-9.401
5	2	0	-9.387
6	2	0	-9.369
7	2	0	-9.347
8	2	0	-9.320
9	2	0	-9.294
10	2	0	-9.271
11	2	0	-9.257
12	2	0	-9.259
13	2	0	-9.283
14	2	0	-9.334
15	2	0	-9.415
16	2	0	-9.528
17	2	0	-9.673
18	2	0	-9.845
19	2	0	-10.040
20	2	0	-10.249
21	2	0	-10.465
22	2	0	-10.677
23	2	0	-10.878
24	2	0	-11.058
25	2	0	-11.210
26	2	0	-11.329
27	2	0	-11.411
28	2	0	-11.457
29	2	0	-11.466
0	3	0	-9.498
1	3	0	-9.479
2	3	0	-9.464
3	3	0	-9.454
4	3	0	-9.444
5	3	0	-9.432
6	3	0	-9.415
7	3	0	-9.392
8	3	0	-9.365
9	3	0	-9.336
10	3	0	-9.309
11	3	0	-9.292
12	3	0	-9.290
13	3	0	-9.309
14	3	0	-9.357
15	3	0	-9.436
16	3	0	-9.548
17	3	0	-9.693
18	3	0	-9.867
19	3	0	-10.063
20	3	0	-10.275
21	3	0	-10.493
22	3	0	-10.708
23	3	0	-10.910
24	3	0	-11.091
25	3	0	-11.243
26	3	0	-11.361
27	3	0	-11.442
28	3	0	-11.485
29	3	0	-11.492
0	4	0	-9.547
1	4	0	-9.528
2	4	0	-9.515
3	4	0	-9.507
4	4	0	-9.499
5	4	0	-9.489
6	4	0	-9.474
7	4	0	-9.452
8	4	0	-9.425
9	4	0	-9.395
10	4	0	-9.367
11	4	0	-9.347
12	4	0	-9.342
13	4	0	-9.359
14	4	0	-9.403
15	4	0	-9.479
16	4	0	-9.589
17	4	0	-9.731
18	4	0	-9.902
19	4	0	-10.097
20	4	0	-10.306
21	4	0	-10.522
22	4	0	-10.734
23	4	0	-10.933
24	4	0	-11.111
25	4	0	-11.259
26	4	0	-11.374
27	4	0	-11.452
28	4	0	-11.492
29	4	0	-11.497
0	5	0	-9.605
1	5	0	-9.587
2	5	0	-9.576
3	5	0	-9.570
4	5	0	-9.566
5	5	0	-9.559
6	5	0	-9.546
7	5	0	-9.527
8	5	0	-9.501
9	5	0	-9.472
10	5	0	-9.443
11	5	0	-9.422
12	5	0	-9.416
13	5	0	-9.430
14	5	0	-9.471
15	5	0	-9.544
16	5	0	-9.649
17	5	0	-9.786
18	5	0	-9.952
19	5	0	-10.141
20	5	0	-10.344
21	5	0	-10.552
22	5	0	-10.757
23	5	0	-10.948
24	5	0	-11.118
25	5	0	-11.259
26	5	0	-11.368
27	5	0	-11.442
28	5	0	-11.479
29	5	0	-11.483
0	6	0	-9.673
1	6	0	-9.657
2	6	0	-9.649
3	6	0	-9.646
4	6	0	-9.644
5	6	0	-9.641
6	6	0	-9.631
7	6	0	-9.615
8	6	0	-9.592
9	6	0	-9.565
10	6	0	-9.538
11	6	0	-9.517
12	6	0	-9.509
13	6	0	-9.522
14	6	0	-9.560
15	6	0	-9.628
16	6	0	-9.728
17	6	0	-9.859
18	6	0	-10.016
19	6	0	-10.195
20	6	0	-10.387
21	6	0	-10.584
22	6	0	-10.777
23	6	0	-10.956
24	6	0	-11.115
25	6	0	-11.246
26	6	0	-11.347
27	6	0	-11.414
28	6	0	-11.448
29	6	0	-11.451
0	7	0	-9.752
1	7	0	-9.739
2	7	0	-9.734
3	7	0	-9.734
4	7	0	-9.736
5	7	0	-9.736
6	7	0	-9.730
7	7	0	-9.717
8	7	0	-9.698
9	7	0	-9.673
10	7	0	-9.648
11	7	0	-9.628
12	7	0	-9.621
13	7	0	-9.632
14	7	0	-9.667
15	7	0	-9.730
16	7	0	-9.823
17	7	0	-9.945
18	7	0	-10.092
19	7	0	-10.258
20	7	0	-10.437
21	7	0	-10.618
22	7	0	-10.795
23	7	0	-10.959
24	7	0	-11.103
25	7	0	-11.222
26	7	0	-11.313
27	7	0	-11.373
28	7	0	-11.402
29	7	0	-11.404
0	8	0	-9.843
1	8	0	-9.833
2	8	0	-9.831
3	8	0	-9.835
4	8	0	-9.841
5	8	0	-9.844
6	8	0	-9.843
7	8	0	-9.834
8	8	0	-9.817
9	8	0	-9.796
10	8	0	-9.773
11	8	0	-9.755
12	8	0	-9.747
13	8	0	-9.757
14	8	0	-9.789
15	8	0	-9.846
16	8	0	-9.932
17	8	0	-10.043
18	8	0	-10.177
19	8	0	-10.328
20	8	0	-10.490
21	8	0	-10.654
22	8	0	-10.812
23	8	0	-10.958
24	8	0	-11.085
25	8	0	-11.189
26	8	0	-11.268
27	8	0	-11.319
28	8	0	-11.344
29	8	0	-11.344
0	9	0	-9.946
1	9	0	-9.940
2	9	0	-9.942
3	9	0	-9.950
4	9	0	-9.959
5	9	0	-9.967
6	9	0	-9.969
7	9	0	-9.963
8	9	0	-9.950
9	9	0	-9.931
10	9	0	-9.911
11	9	0	-9.893
12	9	0	-9.886
13	9	0	-9.893
14	9	0	-9.921
15	9	0	-9.972
16	9	0	-10.048
17	9	0	-10.148
18	9	0	-10.267
19	9	0	-10.402
20	9	0	-10.544
21	9	0	-10.688
22	9	0	-10.826
23	9	0	-10.952
24	9	0	-11.061
25	9	0	-11.149
26	9	0	-11.214
27	9	0	-11.256
28	9	0	-11.275
29	9	0	-11.274
0	10	0	-10.061
1	10	0	-10.061
2	10	0	-10.068
3	10	0	-10.079
4	10	0	-10.093
5	10	0	-10.103
6	10	0	-10.108
7	10	0	-10.106
8	10	0	-10.095
9	10	0	-10.078
10	10	0	-10.059
11	10	0	-10.042
12	10	0	-10.033
13	10	0	-10.037
14	10	0	-10.060
15	10	0	-10.103
16	10	0	-10.169
17	10	0	-10.255
18	10	0	-10.359
19	10	0	-10.475
20	10	0	-10.597
21	10	0	-10.720
22	10	0	-10.836
23	10	0	-10.941
24	10	0	-11.031
25	10	0	-11.102
26	10	0	-11.153
27	10	0	-11.185
28	10	0	-11.199
29	10	0	-11.195
0	11	0	-10.187
1	11	0	-10.194
2	11	0	-10.206
3	11	0	-10.223
4	11	0	-10.240
5	11	0	-10.254
6	11	0	-10.261
7	11	0	-10.260
8	11	0	-10.250
9	11	0	-10.234
10	11	0	-10.215
11	11	0	-10.196
12	11	0	-10.185
13	11	0	-10.185
14	11	0	-10.201
15	11	0	-10.235
16	11	0	-10.289
17	11	0	-10.361
18	11	0	-10.447
19	11	0	-10.544
20	11	0	-10.645
21	11	0	-10.746
22	11	0	-10.840
23	11	0	-10.924
24	11	0	-10.994
25	11	0	-11.048
26	11	0	-11.086
27	11	0	-11.108
28	11	0	-11.116
29	11	0	-11.111
0	12	0	-10.323
1	12	0	-10.338
2	12	0	-10.357
3	12	0	-10.379
4	12	0	-10.400
5	12	0	-10.416
6	12	0	-10.425
7	12	0	-10.425
8	12	0	-10.415
9	12	0	-10.397
10	12	0	-10.376
11	12	0	-10.354
12	12	0	-10.338
13	12	0	-10.332
14	12	0	-10.339
15	12	0	-10.363
16	12	0	-10.403
17	12	0	-10.459
18	12	0	-10.528
19	12	0	-10.605
20	12	0	-10.685
21	12	0	-10.764
22	12	0	-10.836
23	12	0	-10.899
24	12	0	-10.950
25	12	0	-10.988
26	12	0	-11.013
27	12	0	-11.026
28	12	0	-11.028
29	12	0	-11.021
0	13	0	-10.468
1	13	0	-10.492
2	13	0	-10.519
3	13	0	-10.546
4	13	0	-10.571
5	13	0	-10.589
6	13	0	-10.598
7	13	0	-10.597
8	13	0	-10.585
9	13	0	-10.565
10	13	0	-10.539
11	13	0	-10.512
12	13	0	-10.489
13	13	0	-10.474
14	13	0	-10.471
15	13	0	-10.482
16	13	0	-10.508
17	13	0	-10.547
18	13	0	-10.597
19	13	0	-10.654
20	13	0	-10.713
21	13	0	-10.771
22	13	0	-10.822
23	13	0	-10.866
24	13	0	-10.899
25	13	0	-10.922
26	13	0	-10.935
27	13	0	-10.939
28	13	0	-10.936
29	13	0	-10.927
0	14	0	-10.617
1	14	0	-10.652
2	14	0	-10.687
3	14	0	-10.720
4	14	0	-10.748
5	14	0	-10.768
6	14	0	-10.777
7	14	0	-10.773
8	14	0	-10.758
9	14	0	-10.732
10	14	0	-10.700
11	14	0	-10.666
12	14	0	-10.634
13	14	0	-10.609
14	14	0	-10.593
15	14	0	-10.590
16	14	0	-10.600
17	14	0	-10.622
